SPECIES_CODE,SPECIES,COMMON_NAME,YEAR,N_SITES,COLLATED_INDEX,YEAR_RANK,TIME_PERIOD,COUNTRY
120,"Thymelicus sylvestris","Small Skipper",2004,600,1.82,35,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2005,609,1.86,32,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2006,646,1.75,41,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2007,789,1.63,47,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2008,812,1.65,46,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2009,1157,1.76,39,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2010,1177,1.67,45,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2011,1215,1.69,44,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2012,1265,1.59,48,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2013,1392,1.9,30,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2014,1507,2.03,22,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2015,1628,2,27,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2016,1688,1.75,41,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2017,1819,1.85,34,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2018,1914,1.73,43,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2019,2025,1.86,32,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2020,1719,1.82,35,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2021,2019,1.76,39,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2022,2178,1.8,37,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2023,2209,1.87,31,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2024,2269,1.53,49,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1976,32,2.04,25,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1977,46,1.45,47,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1978,49,1.24,49,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1979,58,1.3,48,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1980,67,1.54,46,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1981,70,1.57,45,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1982,76,2.33,6,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1983,86,1.73,39,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1984,97,1.61,42,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1985,104,1.59,43,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1986,115,1.69,41,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1987,137,1.91,33,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1988,159,1.58,44,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1989,192,2.11,20,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1990,219,2.03,27,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1991,244,1.81,37,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1992,273,2.25,10,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1993,298,1.91,33,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1994,330,2.06,23,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1995,383,2.18,15,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1996,420,2.58,2,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1997,449,1.97,29,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1998,466,2.04,25,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",1999,482,2.08,21,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2000,527,2.2,14,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2001,492,2.08,21,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2002,571,2,28,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2003,631,2.45,4,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2004,616,1.79,38,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2005,639,2.14,17,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2006,705,2.29,8,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2007,900,2.25,10,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2008,883,1.97,29,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2009,1360,1.9,35,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2010,1356,1.92,31,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2011,1376,2.26,9,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2012,1440,2.14,17,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2013,1577,1.7,40,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2014,1679,2.15,16,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2015,1802,1.92,31,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2016,1878,2.21,13,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2017,2033,2.46,3,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2018,2139,1.84,36,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2019,2291,2.32,7,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2020,1942,2.22,12,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2021,2303,2.35,5,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2022,2488,2.05,24,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2023,2550,2.66,1,"1976-2024","England"
122,"Vanessa atalanta","Red Admiral",2024,2702,2.13,19,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1976,31,1.7,34,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1977,42,1.72,33,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1978,44,0.87,48,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1979,56,1.59,37,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1980,64,2.65,6,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1981,68,1.38,42,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1982,73,2.61,8,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1983,84,2.06,20,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1984,94,0.8,49,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1985,104,2.39,11,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1986,114,1.74,30,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1987,136,1.34,43,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1988,158,2.64,7,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1989,189,1.87,27,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1990,215,2.25,15,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1991,238,1.98,23,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1992,265,2.31,13,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1993,292,1,47,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1994,320,2.35,12,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1995,373,1.95,24,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1996,420,3.82,1,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1997,429,1.34,43,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1998,448,2,22,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",1999,464,1.73,32,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2000,511,2.55,9,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2001,485,1.85,29,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2002,562,2.41,10,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2003,632,3.2,3,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2004,612,2.3,14,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2005,631,1.62,36,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2006,693,2.84,5,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2007,828,2.18,16,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2008,848,1.33,45,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2009,1377,3.53,2,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2010,1285,1.64,35,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2011,1293,1.59,37,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2012,1321,1.27,46,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2013,1446,1.74,30,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2014,1547,1.59,37,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2015,1692,2.1,19,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2016,1768,2.04,21,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2017,1906,1.95,24,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2018,2022,1.86,28,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2019,2204,3.15,4,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2020,1821,1.42,41,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2021,2106,2.13,18,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2022,2251,2.16,17,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2023,2215,1.88,26,"1976-2024","England"
123,"Vanessa cardui","Painted Lady",2024,2233,1.58,40,"1976-2024","England"
84,"Aglais io","Peacock",2006,8,2.56,2,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2007,11,2.29,4,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2008,13,2.02,10,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2009,18,1.89,11,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2010,27,1.68,17,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2011,29,1.73,15,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2012,24,1.23,19,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2013,30,1.8,14,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2014,37,2.11,8,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2015,33,1.64,18,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2016,35,1.7,16,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2017,41,1.83,13,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2018,39,2.17,6,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2019,45,2.61,1,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2020,30,2.26,5,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2021,41,2.15,7,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2022,47,2.05,9,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2023,52,2.41,3,"2004-2024","Northern Ireland"
84,"Aglais io","Peacock",2024,50,1.88,12,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2010,34,2.22,5,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2011,38,2.05,6,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2012,28,1.85,12,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2013,37,1.92,10,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2014,48,1.96,8,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2015,41,1.96,8,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2016,43,1.74,13,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2017,45,1.64,14,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2018,43,1.87,11,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2019,49,1.97,7,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2020,31,2.55,1,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2021,43,2.23,4,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2022,47,2.24,3,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2023,53,2.3,2,"2004-2024","Northern Ireland"
2,"Aglais urticae","Small Tortoiseshell",2024,51,1.51,15,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2007,11,2.13,4,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2008,13,1.88,15,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2009,14,2.1,5,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2010,23,2.09,7,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2011,24,2.18,2,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2012,18,1.81,17,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2013,19,1.67,18,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2014,23,2.16,3,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2015,22,1.95,11,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2016,27,1.91,12,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2017,29,1.89,14,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2018,32,1.91,12,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2019,35,2.26,1,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2020,24,2.09,7,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2021,30,1.83,16,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2022,34,2.07,9,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2023,38,1.97,10,"2004-2024","Northern Ireland"
4,"Anthocharis cardamines","Orange-tip",2024,40,2.1,5,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2006,8,1.92,15,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2007,11,1.75,18,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2008,13,1.61,19,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2009,19,1.95,12,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2010,31,1.93,13,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2011,36,2.24,2,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2012,28,2.03,8,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2013,37,2.21,3,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2014,45,2.35,1,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2015,40,2.12,4,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2016,42,2.01,9,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2017,45,2.1,5,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2018,42,2.01,9,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2019,48,2.08,6,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2020,30,1.81,17,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2021,43,1.97,11,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2022,48,2.08,6,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2023,53,1.93,13,"2004-2024","Northern Ireland"
8,"Aphantopus hyperantus","Ringlet",2024,55,1.9,16,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2004,4,1.75,21,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2005,5,2.11,6,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2006,6,2.24,3,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2007,7,2.13,5,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2008,7,2.16,4,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2009,11,1.98,10,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2010,14,2.37,2,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2011,19,2.38,1,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2012,15,1.97,11,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2013,18,1.82,19,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2014,22,1.89,15,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2015,19,1.9,14,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2016,22,1.91,12,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2017,20,1.87,18,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2018,22,2.04,8,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2019,23,2.06,7,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2020,16,1.88,16,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2021,20,1.99,9,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2022,21,1.91,12,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2023,23,1.88,16,"2004-2024","Northern Ireland"
29,"Coenonympha pamphilus","Small Heath",2024,22,1.76,20,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2004,11,1.6,20,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2005,12,1.9,14,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2006,12,2.14,7,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2007,10,2.3,4,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2008,9,1.83,16,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2009,10,2.03,10,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2010,10,2.01,11,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2011,9,1.91,12,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2012,10,1.61,19,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2013,8,2.14,7,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2014,12,2.18,5,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2015,12,1.67,18,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2016,10,1.59,21,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2017,9,1.8,17,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2018,10,2.39,2,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2019,9,2.57,1,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2020,9,2.15,6,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2021,15,2.06,9,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2022,16,1.88,15,"2004-2024","Northern Ireland"
50,"Euphydryas aurinia","Marsh Fritillary",2023,19,1.91,12,"2004-2024","Northern Ireland"
