SPECIES_CODE,SPECIES,COMMON_NAME,YEAR,N_SITES,COLLATED_INDEX,YEAR_RANK,TIME_PERIOD,COUNTRY
76,"Pyronia tithonus","Gatekeeper",1981,65,2.05,18,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1982,69,2.25,4,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1983,80,2.23,6,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1984,91,2.38,1,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1985,101,2.05,18,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1986,110,1.9,37,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1987,133,1.65,49,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1988,154,1.7,47,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1989,185,1.88,40,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1990,212,2.08,13,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1991,236,2.26,3,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1992,260,2.29,2,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1993,288,1.99,26,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1994,319,2.04,20,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1995,375,2.08,13,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1996,415,2.22,7,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1997,438,2.13,10,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1998,455,1.95,29,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",1999,476,2.03,22,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2000,512,2.06,16,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2001,493,1.99,26,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2002,551,1.96,28,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2003,602,2.06,16,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2004,590,2.16,8,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2005,613,2.11,11,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2006,666,2.01,23,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2007,875,1.81,45,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2008,853,1.89,38,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2009,1331,1.91,36,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2010,1311,1.89,38,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2011,1306,1.84,42,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2012,1381,1.7,47,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2013,1506,1.83,43,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2014,1608,1.93,32,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2015,1702,2,24,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2016,1765,1.71,46,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2017,1920,1.93,32,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2018,2029,1.82,44,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2019,2178,2,24,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2020,1862,1.93,32,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2021,2190,1.88,40,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2022,2368,1.94,30,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2023,2425,2.14,9,"1976-2024","England"
76,"Pyronia tithonus","Gatekeeper",2024,2600,1.92,35,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",1995,10,2.02,16,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",1996,10,2.02,16,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",1997,11,1.49,26,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",1998,10,1.34,28,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",1999,11,1.32,29,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2000,10,1.78,22,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2001,9,1.75,24,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2002,11,1.92,19,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2003,12,1.65,25,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2004,13,2.07,13,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2005,13,1.78,22,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2006,13,2.2,8,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2007,15,2.13,10,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2008,15,1.85,20,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2009,16,2.01,18,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2010,16,2.4,6,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2011,16,2.05,15,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2012,15,0.81,30,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2013,16,1.39,27,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2014,16,1.79,21,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2015,15,2.1,11,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2016,16,2.06,14,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2017,17,2.08,12,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2018,16,3.07,1,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2019,17,2.78,2,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2020,15,2.2,8,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2021,16,2.41,5,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2022,17,2.25,7,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2023,17,2.66,3,"1976-2024","England"
112,"Satyrium pruni","Black Hairstreak",2024,18,2.63,4,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1976,16,3.41,1,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1977,21,1.77,36,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1978,21,2.31,8,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1979,26,2.53,4,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1980,26,2.04,18,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1981,28,1.51,47,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1982,30,1.75,37,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1983,30,2.45,6,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1984,33,2.9,2,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1985,34,2.48,5,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1986,38,2.57,3,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1987,41,2.24,12,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1988,47,2.05,17,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1989,54,2.22,13,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1990,65,1.8,33,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1991,70,2.22,13,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1992,74,2.3,9,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1993,85,2.29,10,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1994,95,2.1,16,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1995,104,2.25,11,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1996,120,2.45,6,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1997,125,1.86,27,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1998,128,1.74,38,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",1999,135,1.48,48,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2000,146,1.8,33,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2001,141,1.83,30,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2002,157,1.68,42,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2003,170,1.65,44,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2004,174,1.85,28,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2005,180,1.94,22,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2006,176,2.04,18,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2007,183,1.88,25,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2008,191,1.68,42,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2009,225,1.83,30,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2010,229,2.03,20,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2011,229,1.98,21,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2012,232,1.45,49,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2013,254,1.72,39,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2014,279,1.71,41,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2015,305,1.72,39,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2016,313,1.56,45,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2017,341,1.88,25,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2018,345,2.15,15,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2019,355,1.93,24,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2020,304,1.94,22,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2021,357,1.84,29,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2022,357,1.81,32,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2023,360,1.78,35,"1976-2024","England"
113,"Satyrium w-album","White-letter Hairstreak",2024,359,1.56,45,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1976,15,2.42,4,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1977,23,1.79,36,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1978,26,1.8,34,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1979,34,1.45,46,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1980,40,1.55,45,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1981,42,1.26,49,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1982,47,1.43,47,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1983,50,1.33,48,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1984,56,1.74,40,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1985,63,1.7,41,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1986,70,1.86,31,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1987,77,1.96,28,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1988,89,1.75,39,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1989,112,1.63,43,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1990,122,1.69,42,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1991,131,1.8,34,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1992,146,1.79,36,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1993,158,1.62,44,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1994,176,1.84,33,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1995,199,2.11,23,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1996,214,2.21,15,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1997,230,2.29,9,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1998,232,2.03,25,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",1999,242,2,27,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2000,259,1.86,31,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2001,241,1.93,29,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2002,286,1.88,30,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2003,304,2.19,18,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2004,296,2.22,14,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2005,309,2.19,18,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2006,334,2.37,7,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2007,369,2.23,12,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2008,392,2.02,26,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2009,450,2.14,22,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2010,450,2.26,10,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2011,451,2.34,8,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2012,460,2.21,15,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2013,501,2.39,6,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2014,537,2.23,12,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2015,607,2.26,10,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2016,625,2.06,24,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2017,645,2.16,21,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2018,684,2.21,15,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2019,722,2.4,5,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2020,635,2.45,3,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2021,726,2.49,1,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2022,752,2.47,2,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2023,746,2.18,20,"1976-2024","England"
12,"Speyeria aglaja","Dark Green Fritillary",2024,741,1.76,38,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1983,11,1.49,42,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1984,12,2.13,10,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1985,13,2.11,11,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1986,14,2.11,11,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1987,14,1.79,37,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1988,19,1.92,28,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1989,23,1.99,23,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1990,28,2.17,6,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1991,32,2.19,5,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1992,33,2,20,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1993,38,1.9,32,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1994,47,1.92,28,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1995,53,2.64,1,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1996,55,2.34,2,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1997,57,1.78,38,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1998,64,2.1,13,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",1999,58,2.21,4,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2000,66,2.15,7,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2001,69,2.08,15,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2002,82,1.73,40,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2003,92,1.98,24,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2004,87,1.92,28,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2005,98,2.05,16,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2006,95,1.87,33,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2007,99,1.66,41,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2008,113,1.86,35,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2009,124,1.77,39,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2010,125,1.93,27,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2011,129,1.82,36,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2012,128,1.87,33,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2013,134,1.92,28,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2014,143,1.94,26,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2015,157,2.09,14,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2016,170,2,20,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2017,205,2.01,18,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2018,214,2.01,18,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2019,213,2.14,8,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2020,183,2,20,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2021,194,2.24,3,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2022,201,1.98,24,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2023,204,2.04,17,"1976-2024","England"
115,"Thecla betulae","Brown Hairstreak",2024,213,2.14,8,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1992,5,2.58,1,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1993,5,2.23,8,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1994,6,2.29,6,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1995,6,2.16,13,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1996,5,1.94,21,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1997,5,1.9,23,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1998,6,2.23,8,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",1999,6,2.48,2,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2000,7,2.44,3,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2001,7,2.18,11,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2002,8,2.32,5,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2003,10,2.28,7,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2004,10,1.95,20,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2005,10,2.1,14,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2006,9,2,18,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2007,17,1.67,26,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2008,19,1.57,29,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2009,20,1.4,32,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2010,22,1.31,33,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2011,24,1.56,30,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2012,22,1.66,27,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2013,24,2.1,14,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2014,25,2.1,14,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2015,23,2.08,17,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2016,25,1.79,25,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2017,24,1.55,31,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2018,26,1.6,28,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2019,26,1.98,19,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2020,26,1.93,22,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2021,25,1.84,24,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2022,26,2.17,12,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2023,21,2.39,4,"1976-2024","England"
118,"Thymelicus acteon","Lulworth Skipper",2024,25,2.2,10,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1977,27,1.56,47,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1978,30,1.48,48,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1979,42,2.16,13,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1980,44,1.89,30,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1981,45,1.87,35,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1982,46,2.12,18,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1983,52,2.12,18,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1984,57,2.16,13,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1985,59,1.74,41,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1986,71,1.91,28,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1987,79,2.12,18,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1988,90,2.12,18,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1989,98,2.13,17,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1990,121,1.78,38,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1991,128,2.37,1,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1992,150,2.36,3,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1993,157,2.14,15,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1994,179,2.3,6,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1995,222,2.37,1,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1996,243,2.33,5,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1997,268,2.28,7,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1998,272,2.18,12,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",1999,275,2.26,9,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2000,299,2.06,23,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2001,308,2.2,10,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2002,339,2.19,11,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2003,380,2.09,22,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2004,385,2.27,8,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2005,397,2.34,4,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2006,428,1.89,30,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2007,482,1.74,41,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2008,510,1.78,38,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2009,704,1.75,40,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2010,705,1.58,46,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2011,718,1.71,44,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2012,742,1.62,45,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2013,818,1.83,36,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2014,907,2.05,24,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2015,975,2.14,15,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2016,1000,1.88,33,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2017,1079,1.95,27,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2018,1136,1.8,37,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2019,1180,1.98,26,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2020,1044,1.89,30,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2021,1177,1.88,33,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2022,1254,1.9,29,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2023,1272,2.02,25,"1976-2024","England"
119,"Thymelicus lineola","Essex Skipper",2024,1270,1.74,41,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1976,31,2.05,19,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1977,43,2.03,22,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1978,47,1.8,37,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1979,56,2.11,16,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1980,65,2.05,19,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1981,67,2.3,7,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1982,71,2.45,2,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1983,81,2.38,3,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1984,91,2.55,1,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1985,101,2.24,11,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1986,111,2.28,10,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1987,133,2.08,17,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1988,154,2.02,24,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1989,182,2.2,12,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1990,206,2.13,15,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1991,229,2.38,3,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1992,253,2.34,6,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1993,276,2.18,13,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1994,301,2.35,5,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1995,352,2.29,9,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1996,391,2.3,7,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1997,418,2.17,14,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1998,430,1.93,29,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",1999,460,2.06,18,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2000,497,2.04,21,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2001,477,2.01,25,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2002,546,1.94,28,"1976-2024","England"
120,"Thymelicus sylvestris","Small Skipper",2003,607,2.01,25,"1976-2024","England"
